source_row,order_id,order_item_id,product_id,sale_date_utc,order_status,item_status,order_disposition,sale_price,product_category,normalized_order_id,normalized_order_item_id,normalized_product_id,normalized_sale_date_utc,normalized_amount_source_usd,status,reason_code,reason_explanation
1117,66829,96974,5475,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,27.989999771118164,Pants & Capris,66829,96974,5475,2024-01-27,27.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1128,67646,98162,7789,2024-01-06,Processing,Processing,A_VERIFIER_ETAT,132.5,Blazers & Jackets,67646,98162,7789,2024-01-06,132.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1146,68576,99540,24869,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,24.0,Socks,68576,99540,24869,2024-01-21,24.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1147,68576,99541,19036,2024-01-20,Processing,Processing,A_VERIFIER_ETAT,120.0,Sweaters,68576,99541,19036,2024-01-20,120.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1148,68606,99593,25728,2024-01-24,Processing,Processing,A_VERIFIER_ETAT,18.5,Underwear,68606,99593,25728,2024-01-24,18.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1151,68665,99675,12949,2024-01-25,Cancelled,Cancelled,EXCLUE_METIER,99.0,Swim,68665,99675,12949,2024-01-25,99.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1153,68856,99950,5087,2024-01-15,Cancelled,Cancelled,EXCLUE_METIER,58.5,Jeans,68856,99950,5087,2024-01-15,58.50,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1161,69542,100943,20847,2024-01-28,Processing,Processing,A_VERIFIER_ETAT,99.0,Jeans,69542,100943,20847,2024-01-28,99.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1163,70237,101960,19646,2024-01-30,Processing,Processing,A_VERIFIER_ETAT,125.0,Sweaters,70237,101960,19646,2024-01-30,125.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1165,70346,102107,17098,2024-01-30,Processing,Processing,A_VERIFIER_ETAT,39.9900016784668,Fashion Hoodies & Sweatshirts,70346,102107,17098,2024-01-30,39.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1166,70504,102345,19965,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,81.98999786376953,Suits & Sport Coats,70504,102345,19965,2024-01-04,81.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1167,70504,102346,29045,2024-01-05,Processing,Processing,A_VERIFIER_ETAT,15.949999809265137,Accessories,70504,102346,29045,2024-01-05,15.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1170,71063,103153,12689,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,3.670000076293945,Intimates,71063,103153,12689,2024-01-21,3.67,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1174,71263,103440,15138,2024-01-08,Returned,Returned,EXCLUE_METIER,28.899999618530277,Maternity,71263,103440,15138,2024-01-08,28.90,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1179,71428,103665,18100,2024-01-23,Returned,Returned,EXCLUE_METIER,119.9499969482422,Active,71428,103665,18100,2024-01-23,119.95,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1180,71439,103678,8090,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,133.3699951171875,Suits,71439,103678,8090,2024-01-29,133.37,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1192,72370,105012,18521,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,44.9900016784668,Active,72370,105012,18521,2024-01-14,44.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1196,72800,105656,12649,2024-01-09,Returned,Returned,EXCLUE_METIER,10.0,Intimates,72800,105656,12649,2024-01-09,10.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1197,72812,105673,13828,2024-01-11,Cancelled,Cancelled,EXCLUE_METIER,8.989999771118164,Accessories,72812,105673,13828,2024-01-11,8.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1198,72812,105674,9208,2024-01-08,Cancelled,Cancelled,EXCLUE_METIER,76.0,Socks & Hosiery,72812,105674,9208,2024-01-08,76.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1201,72941,105852,24236,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,168.0,Outerwear & Coats,72941,105852,24236,2024-01-27,168.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1202,72941,105853,27037,2024-01-24,Processing,Processing,A_VERIFIER_ETAT,23.1200008392334,Sleep & Lounge,72941,105853,27037,2024-01-24,23.12,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1203,72970,105891,1713,2024-01-29,Cancelled,Cancelled,EXCLUE_METIER,46.9900016784668,Fashion Hoodies & Sweatshirts,72970,105891,1713,2024-01-29,46.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1204,73105,106107,16535,2024-01-26,Returned,Returned,EXCLUE_METIER,45.5,Tops & Tees,73105,106107,16535,2024-01-26,45.50,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1205,73105,106108,21747,2024-01-25,Returned,Returned,EXCLUE_METIER,34.9900016784668,Pants,73105,106108,21747,2024-01-25,34.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1209,73225,106293,16748,2024-01-04,Returned,Returned,EXCLUE_METIER,18.979999542236328,Tops & Tees,73225,106293,16748,2024-01-04,18.98,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1211,73280,106366,18194,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,23.229999542236328,Active,73280,106366,18194,2024-01-27,23.23,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1212,73296,106393,19068,2024-01-17,Cancelled,Cancelled,EXCLUE_METIER,109.0,Sweaters,73296,106393,19068,2024-01-17,109.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1213,73296,106394,16405,2024-01-19,Cancelled,Cancelled,EXCLUE_METIER,22.049999237060547,Tops & Tees,73296,106394,16405,2024-01-19,22.05,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1214,73296,106395,16281,2024-01-20,Cancelled,Cancelled,EXCLUE_METIER,21.690000534057617,Tops & Tees,73296,106395,16281,2024-01-20,21.69,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1216,73361,106480,24726,2024-01-11,Returned,Returned,EXCLUE_METIER,18.0,Socks,73361,106480,24726,2024-01-11,18.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1217,73373,106498,10751,2024-01-08,Returned,Returned,EXCLUE_METIER,14.119999885559082,Intimates,73373,106498,10751,2024-01-08,14.12,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1220,73605,106849,23077,2024-01-29,Returned,Returned,EXCLUE_METIER,44.5,Shorts,73605,106849,23077,2024-01-29,44.50,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1221,73650,106907,2761,2024-01-13,Cancelled,Cancelled,EXCLUE_METIER,42.0,Active,73650,106907,2761,2024-01-13,42.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1222,73650,106908,11325,2024-01-12,Cancelled,Cancelled,EXCLUE_METIER,40.0,Intimates,73650,106908,11325,2024-01-12,40.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1230,73869,107212,25524,2024-01-07,Processing,Processing,A_VERIFIER_ETAT,41.9900016784668,Underwear,73869,107212,25524,2024-01-07,41.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1231,73888,107234,26945,2024-01-06,Processing,Processing,A_VERIFIER_ETAT,83.91999816894531,Sleep & Lounge,73888,107234,26945,2024-01-06,83.92,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1233,73952,107322,4848,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,110.0,Jeans,73952,107322,4848,2024-01-07,110.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1234,74034,107434,27292,2024-01-20,Cancelled,Cancelled,EXCLUE_METIER,89.5999984741211,Sleep & Lounge,74034,107434,27292,2024-01-20,89.60,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1235,74099,107533,10619,2024-01-15,Cancelled,Cancelled,EXCLUE_METIER,60.0,Intimates,74099,107533,10619,2024-01-15,60.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1236,74287,107796,105,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,26.989999771118164,Tops & Tees,74287,107796,105,2024-01-01,26.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1237,74395,107953,14898,2024-01-30,Cancelled,Cancelled,EXCLUE_METIER,58.0,Maternity,74395,107953,14898,2024-01-30,58.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1238,74395,107954,3176,2024-01-30,Cancelled,Cancelled,EXCLUE_METIER,158.0,Dresses,74395,107954,3176,2024-01-30,158.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1242,74660,108327,23464,2024-01-23,Processing,Processing,A_VERIFIER_ETAT,12.550000190734863,Shorts,74660,108327,23464,2024-01-23,12.55,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1244,74776,108485,15464,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,29.989999771118164,Plus,74776,108485,15464,2024-01-02,29.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1245,74776,108486,12504,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,67.0,Intimates,74776,108486,12504,2024-01-01,67.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1247,74838,108577,26402,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,36.0,Underwear,74838,108577,26402,2024-01-19,36.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1248,75124,108978,11657,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,17.979999542236328,Intimates,75124,108978,11657,2024-01-21,17.98,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1249,75147,109010,27185,2024-01-31,Cancelled,Cancelled,EXCLUE_METIER,25.0,Sleep & Lounge,75147,109010,27185,2024-01-31,25.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1250,75157,109024,14104,2024-01-22,Processing,Processing,A_VERIFIER_ETAT,63.950000762939446,Accessories,75157,109024,14104,2024-01-22,63.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1251,75157,109025,105,2024-01-24,Processing,Processing,A_VERIFIER_ETAT,26.989999771118164,Tops & Tees,75157,109025,105,2024-01-24,26.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1254,75447,109468,8519,2024-01-19,Returned,Returned,EXCLUE_METIER,99.98999786376952,Outerwear & Coats,75447,109468,8519,2024-01-19,99.99,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1255,75689,109837,14641,2024-01-02,Processing,Processing,A_VERIFIER_ETAT,22.0,Maternity,75689,109837,14641,2024-01-02,22.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1257,75737,109904,19676,2024-01-10,Processing,Processing,A_VERIFIER_ETAT,149.0,Sweaters,75737,109904,19676,2024-01-10,149.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1260,76032,110340,3149,2024-01-21,Returned,Returned,EXCLUE_METIER,163.0,Dresses,76032,110340,3149,2024-01-21,163.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1261,76051,110364,3563,2024-01-28,Processing,Processing,A_VERIFIER_ETAT,134.0,Dresses,76051,110364,3563,2024-01-28,134.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1262,76051,110365,14794,2024-01-29,Processing,Processing,A_VERIFIER_ETAT,65.0,Maternity,76051,110365,14794,2024-01-29,65.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1263,76051,110366,8875,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,14.989999771118164,Socks & Hosiery,76051,110366,8875,2024-01-27,14.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1268,76920,111635,13217,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,40.9900016784668,Swim,76920,111635,13217,2024-01-15,40.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1269,76920,111636,568,2024-01-16,Processing,Processing,A_VERIFIER_ETAT,112.45999908447266,Tops & Tees,76920,111636,568,2024-01-16,112.46,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1270,77096,111909,3235,2024-01-04,Returned,Returned,EXCLUE_METIER,98.0,Dresses,77096,111909,3235,2024-01-04,98.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1271,77159,111991,11654,2024-01-12,Returned,Returned,EXCLUE_METIER,38.0,Intimates,77159,111991,11654,2024-01-12,38.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1276,77393,112303,6212,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,9.949999809265137,Leggings,77393,112303,6212,2024-01-27,9.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1277,77393,112304,15351,2024-01-25,Cancelled,Cancelled,EXCLUE_METIER,75.06999969482422,Plus,77393,112304,15351,2024-01-25,75.07,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1279,77494,112447,19866,2024-01-22,Cancelled,Cancelled,EXCLUE_METIER,264.0,Suits & Sport Coats,77494,112447,19866,2024-01-22,264.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1283,77544,112518,19965,2024-01-23,Cancelled,Cancelled,EXCLUE_METIER,81.98999786376953,Suits & Sport Coats,77544,112518,19965,2024-01-23,81.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1284,77566,112556,4493,2024-01-02,Cancelled,Cancelled,EXCLUE_METIER,46.0,Jeans,77566,112556,4493,2024-01-02,46.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1286,77978,113159,17567,2024-01-19,Processing,Processing,A_VERIFIER_ETAT,19.979999542236328,Fashion Hoodies & Sweatshirts,77978,113159,17567,2024-01-19,19.98,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1288,78055,113273,22737,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,125.0,Shorts,78055,113273,22737,2024-01-04,125.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1289,78055,113274,20573,2024-01-04,Processing,Processing,A_VERIFIER_ETAT,50.150001525878906,Jeans,78055,113274,20573,2024-01-04,50.15,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1291,78240,113552,6322,2024-01-25,Cancelled,Cancelled,EXCLUE_METIER,21.5,Shorts,78240,113552,6322,2024-01-25,21.50,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1292,78240,113553,15598,2024-01-28,Cancelled,Cancelled,EXCLUE_METIER,6.789999961853027,Plus,78240,113553,15598,2024-01-28,6.79,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1293,78240,113554,7348,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,33.88999938964844,Skirts,78240,113554,7348,2024-01-27,33.89,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1298,78680,114187,11915,2024-01-17,Processing,Processing,A_VERIFIER_ETAT,59.0,Intimates,78680,114187,11915,2024-01-17,59.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1299,78680,114188,8239,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,127.51000213623048,Suits,78680,114188,8239,2024-01-14,127.51,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1300,78680,114189,14059,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,80.6500015258789,Accessories,78680,114189,14059,2024-01-15,80.65,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1301,78680,114190,2595,2024-01-14,Processing,Processing,A_VERIFIER_ETAT,22.0,Active,78680,114190,2595,2024-01-14,22.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1304,78755,114301,5606,2024-01-15,Processing,Processing,A_VERIFIER_ETAT,32.0,Pants & Capris,78755,114301,5606,2024-01-15,32.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1306,78914,114509,17813,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,35.959999084472656,Fashion Hoodies & Sweatshirts,78914,114509,17813,2024-01-27,35.96,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1307,78914,114510,23899,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,99.5,Outerwear & Coats,78914,114510,23899,2024-01-26,99.50,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1318,80086,116215,20971,2024-01-14,Cancelled,Cancelled,EXCLUE_METIER,49.9900016784668,Jeans,80086,116215,20971,2024-01-14,49.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1319,80086,116216,28134,2024-01-12,Cancelled,Cancelled,EXCLUE_METIER,59.5,Swim,80086,116216,28134,2024-01-12,59.50,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1322,80302,116527,25788,2024-01-21,Returned,Returned,EXCLUE_METIER,26.0,Underwear,80302,116527,25788,2024-01-21,26.00,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1323,80302,116528,18455,2024-01-18,Returned,Returned,EXCLUE_METIER,32.95000076293945,Active,80302,116528,18455,2024-01-18,32.95,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1324,80302,116529,19765,2024-01-22,Returned,Returned,EXCLUE_METIER,78.75,Sweaters,80302,116529,19765,2024-01-22,78.75,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1330,80481,116800,17769,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,49.950000762939446,Fashion Hoodies & Sweatshirts,80481,116800,17769,2024-01-07,49.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1331,80481,116801,20084,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,19.989999771118164,Suits & Sport Coats,80481,116801,20084,2024-01-09,19.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1333,80626,117035,11680,2024-01-30,Processing,Processing,A_VERIFIER_ETAT,50.0,Intimates,80626,117035,11680,2024-01-30,50.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1334,80626,117036,13144,2024-01-30,Processing,Processing,A_VERIFIER_ETAT,92.61000061035155,Swim,80626,117036,13144,2024-01-30,92.61,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1336,80777,117254,17125,2024-01-27,Returned,Returned,EXCLUE_METIER,43.180000305175774,Fashion Hoodies & Sweatshirts,80777,117254,17125,2024-01-27,43.18,EXCLUE PAR RÈGLE MÉTIER,RETURNED_ORDER,Commande retournée : exclusion métier du chiffre d'affaires.
1339,80928,117475,17930,2024-01-27,Cancelled,Cancelled,EXCLUE_METIER,71.98999786376953,Fashion Hoodies & Sweatshirts,80928,117475,17930,2024-01-27,71.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1340,80928,117476,26152,2024-01-28,Cancelled,Cancelled,EXCLUE_METIER,23.0,Underwear,80928,117476,26152,2024-01-28,23.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1341,81049,117656,3793,2024-01-06,Cancelled,Cancelled,EXCLUE_METIER,248.0,Dresses,81049,117656,3793,2024-01-06,248.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1346,81314,118040,12885,2024-01-26,Processing,Processing,A_VERIFIER_ETAT,29.950000762939453,Swim,81314,118040,12885,2024-01-26,29.95,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1354,81854,118811,5508,2024-01-30,Cancelled,Cancelled,EXCLUE_METIER,9.970000267028809,Pants & Capris,81854,118811,5508,2024-01-30,9.97,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1356,82189,119269,16569,2024-01-09,Cancelled,Cancelled,EXCLUE_METIER,29.989999771118164,Tops & Tees,82189,119269,16569,2024-01-09,29.99,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1357,82366,119508,26088,2024-01-25,Processing,Processing,A_VERIFIER_ETAT,29.0,Underwear,82366,119508,26088,2024-01-25,29.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1358,82366,119509,17164,2024-01-27,Processing,Processing,A_VERIFIER_ETAT,44.9900016784668,Fashion Hoodies & Sweatshirts,82366,119509,17164,2024-01-27,44.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1362,82562,119783,1718,2024-01-01,Processing,Processing,A_VERIFIER_ETAT,38.0,Fashion Hoodies & Sweatshirts,82562,119783,1718,2024-01-01,38.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1363,82594,119830,16230,2024-01-14,Cancelled,Cancelled,EXCLUE_METIER,49.950000762939446,Tops & Tees,82594,119830,16230,2024-01-14,49.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1364,82594,119831,27649,2024-01-15,Cancelled,Cancelled,EXCLUE_METIER,62.0,Swim,82594,119831,27649,2024-01-15,62.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1366,82657,119915,53,2024-01-14,Cancelled,Cancelled,EXCLUE_METIER,64.0,Tops & Tees,82657,119915,53,2024-01-14,64.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1367,82942,120331,23932,2024-01-12,Processing,Processing,A_VERIFIER_ETAT,399.0,Outerwear & Coats,82942,120331,23932,2024-01-12,399.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1368,82950,120340,8631,2024-01-23,Processing,Processing,A_VERIFIER_ETAT,180.0,Outerwear & Coats,82950,120340,8631,2024-01-23,180.00,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1369,82950,120341,9341,2024-01-23,Processing,Processing,A_VERIFIER_ETAT,12.989999771118164,Socks & Hosiery,82950,120341,9341,2024-01-23,12.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1372,83229,120763,12236,2024-01-21,Processing,Processing,A_VERIFIER_ETAT,84.98999786376953,Intimates,83229,120763,12236,2024-01-21,84.99,À VÉRIFIER,PROCESSING_ORDER,Commande encore en traitement : chiffre d'affaires à vérifier.
1380,83378,120996,9209,2024-01-07,Cancelled,Cancelled,EXCLUE_METIER,10.0,Socks & Hosiery,83378,120996,9209,2024-01-07,10.00,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
1394,84061,121968,12462,2024-01-08,Cancelled,Cancelled,EXCLUE_METIER,29.950000762939453,Intimates,84061,121968,12462,2024-01-08,29.95,EXCLUE PAR RÈGLE MÉTIER,CANCELLED_ORDER,Commande annulée : exclusion métier du chiffre d'affaires.
